"regionname,""date"",""cases"""
Idaho,2021-10-28,699
Illinois,2021-10-28,2547
Indiana,2021-10-28,1911
Kansas,2021-10-28,779
Kentucky,2021-10-28,802
Louisiana,2021-10-28,328
Massachusetts,2021-10-28,1451
Maryland,2021-10-28,1185
Maine,2021-10-28,596
Michigan,2021-10-28,2556
Minnesota,2021-10-28,3029
Missouri,2021-10-28,1018
Mississippi,2021-10-28,4
Montana,2021-10-28,763
North Carolina,2021-10-28,1610
North Dakota,2021-10-28,445
Nebraska,2021-10-28,487
New Hampshire,2021-10-28,1
New Jersey,2021-10-28,1307
New Mexico,2021-10-28,923
Nevada,2021-10-28,676
New York,2021-10-28,4225
Ohio,2021-10-28,3448
Oklahoma,2021-10-28,667
Oregon,2021-10-28,828
Pennsylvania,2021-10-28,4255
PR,2021-10-28,47
Rhode Island,2021-10-28,106
South Carolina,2021-10-28,1601
South Dakota,2021-10-28,115
Tennessee,2021-10-28,1026
Texas,2021-10-28,363
Utah,2021-10-28,1529
Virginia,2021-10-28,1275
Vermont,2021-10-28,213
Washington,2021-10-28,1969
Wisconsin,2021-10-28,2530
Wyoming,2021-10-28,361
Alaska,2021-10-29,609
Alabama,2021-10-29,536
Arkansas,2021-10-29,444
Arizona,2021-10-29,2970
California,2021-10-29,6254
Colorado,2021-10-29,3295
Connecticut,2021-10-29,2
District of Columbia,2021-10-29,110
Delaware,2021-10-29,384
Florida,2021-10-29,720
Georgia,2021-10-29,980
Guam,2021-10-29,73
Hawaii,2021-10-29,22
Iowa,2021-10-29,941
Idaho,2021-10-29,605
Illinois,2021-10-29,3095
Indiana,2021-10-29,1897
Kansas,2021-10-29,813
Kentucky,2021-10-29,787
Louisiana,2021-10-29,346
Massachusetts,2021-10-29,1306
Maryland,2021-10-29,1143
Maine,2021-10-29,578
Michigan,2021-10-29,2649
Minnesota,2021-10-29,2931
Missouri,2021-10-29,1019
Mississippi,2021-10-29,5
Montana,2021-10-29,716
North Carolina,2021-10-29,1621
North Dakota,2021-10-29,460
Nebraska,2021-10-29,340
New Hampshire,2021-10-29,7
New Jersey,2021-10-29,1338
New Mexico,2021-10-29,1155
Nevada,2021-10-29,587
New York,2021-10-29,3699
Ohio,2021-10-29,3610
Oklahoma,2021-10-29,650
Oregon,2021-10-29,761
Pennsylvania,2021-10-29,3860
PR,2021-10-29,19
Rhode Island,2021-10-29,120
South Carolina,2021-10-29,1313
South Dakota,2021-10-29,117
Tennessee,2021-10-29,883
Texas,2021-10-29,277
Utah,2021-10-29,1594
Virginia,2021-10-29,1305
Vermont,2021-10-29,218
Washington,2021-10-29,1805
Wisconsin,2021-10-29,2444
Wyoming,2021-10-29,325
Alaska,2021-10-30,324
Alabama,2021-10-30,411
Arkansas,2021-10-30,279
Arizona,2021-10-30,2674
California,2021-10-30,4340
Colorado,2021-10-30,2174
District of Columbia,2021-10-30,3
Delaware,2021-10-30,251
Florida,2021-10-30,616
Georgia,2021-10-30,878
Guam,2021-10-30,48
Hawaii,2021-10-30,28
Iowa,2021-10-30,1020
Idaho,2021-10-30,420
Illinois,2021-10-30,3420
Indiana,2021-10-30,1095
Kansas,2021-10-30,589
Kentucky,2021-10-30,579
Louisiana,2021-10-30,217
Massachusetts,2021-10-30,908
Maryland,2021-10-30,507
Maine,2021-10-30,212
Michigan,2021-10-30,1888
Minnesota,2021-10-30,1665
Missouri,2021-10-30,722
Mississippi,2021-10-30,1
Montana,2021-10-30,496
North Carolina,2021-10-30,1151
North Dakota,2021-10-30,378
Nebraska,2021-10-30,256
New Hampshire,2021-10-30,4
New Jersey,2021-10-30,1016
New Mexico,2021-10-30,864
Nevada,2021-10-30,471
New York,2021-10-30,2478
Ohio,2021-10-30,2753
Oklahoma,2021-10-30,310
Oregon,2021-10-30,945
Pennsylvania,2021-10-30,2569
PR,2021-10-30,4
Rhode Island,2021-10-30,2
South Carolina,2021-10-30,2476
South Dakota,2021-10-30,113
Tennessee,2021-10-30,723
Texas,2021-10-30,86
Utah,2021-10-30,1083
Virginia,2021-10-30,1004
Vermont,2021-10-30,204
Washington,2021-10-30,1271
Wisconsin,2021-10-30,1492
West Virginia,2021-10-30,1
Wyoming,2021-10-30,267
Alaska,2021-10-31,331
Alabama,2021-10-31,280
Arkansas,2021-10-31,307
Arizona,2021-10-31,2267
California,2021-10-31,3880
Colorado,2021-10-31,2195
Connecticut,2021-10-31,4
District of Columbia,2021-10-31,4
Delaware,2021-10-31,193
Florida,2021-10-31,641
Georgia,2021-10-31,530
Guam,2021-10-31,24
Hawaii,2021-10-31,18
Iowa,2021-10-31,759
Idaho,2021-10-31,383
Illinois,2021-10-31,3672
Indiana,2021-10-31,1015
Kansas,2021-10-31,654
Kentucky,2021-10-31,631
Louisiana,2021-10-31,227
Massachusetts,2021-10-31,963
Maryland,2021-10-31,690
Maine,2021-10-31,238
Michigan,2021-10-31,2048
Minnesota,2021-10-31,1835
Missouri,2021-10-31,676
Montana,2021-10-31,377
North Carolina,2021-10-31,999
North Dakota,2021-10-31,414
Nebraska,2021-10-31,251
New Hampshire,2021-10-31,7
New Jersey,2021-10-31,1066
New Mexico,2021-10-31,781
Nevada,2021-10-31,525
New York,2021-10-31,2360
Ohio,2021-10-31,2880
Oklahoma,2021-10-31,391
Oregon,2021-10-31,870
Pennsylvania,2021-10-31,2667
PR,2021-10-31,1
Rhode Island,2021-10-31,1
South Carolina,2021-10-31,393
South Dakota,2021-10-31,103
Tennessee,2021-10-31,674
Texas,2021-10-31,111
Utah,2021-10-31,1089
Virginia,2021-10-31,1034
Vermont,2021-10-31,216
Washington,2021-10-31,1140
Wisconsin,2021-10-31,1783
Wyoming,2021-10-31,238
Alaska,2021-11-01,828
Alabama,2021-11-01,737
Arkansas,2021-11-01,551
Arizona,2021-11-01,3106
California,2021-11-01,8195
Colorado,2021-11-01,2808
Connecticut,2021-11-01,2
District of Columbia,2021-11-01,183
Delaware,2021-11-01,78
Florida,2021-11-01,985
Georgia,2021-11-01,696
Guam,2021-11-01,73
Hawaii,2021-11-01,33
Iowa,2021-11-01,684
Idaho,2021-11-01,803
Illinois,2021-11-01,3947
Indiana,2021-11-01,2515
Kansas,2021-11-01,1153
Kentucky,2021-11-01,1124
Louisiana,2021-11-01,403
Massachusetts,2021-11-01,1841
Maryland,2021-11-01,1211
Maine,2021-11-01,748
Michigan,2021-11-01,3867
Minnesota,2021-11-01,4353
Missouri,2021-11-01,1341
Montana,2021-11-01,705
North Carolina,2021-11-01,2146
North Dakota,2021-11-01,635
Nebraska,2021-11-01,483
New Hampshire,2021-11-01,17
New Jersey,2021-11-01,1617
New Mexico,2021-11-01,900
Nevada,2021-11-01,916
New York,2021-11-01,5127
Ohio,2021-11-01,4966
Oklahoma,2021-11-01,793
Oregon,2021-11-01,1082
Pennsylvania,2021-11-01,5535
PR,2021-11-01,68
Rhode Island,2021-11-01,480
South Carolina,2021-11-01,564
South Dakota,2021-11-01,166
Tennessee,2021-11-01,1329
Texas,2021-11-01,455
Utah,2021-11-01,2265
Virginia,2021-11-01,1515
Vermont,2021-11-01,376
Washington,2021-11-01,2280
Wisconsin,2021-11-01,3182
Wyoming,2021-11-01,490
Alaska,2021-11-02,605
Alabama,2021-11-02,614
Arkansas,2021-11-02,455
Arizona,2021-11-02,4027
California,2021-11-02,7157
Colorado,2021-11-02,2494
District of Columbia,2021-11-02,56
Delaware,2021-11-02,255
Florida,2021-11-02,793
Georgia,2021-11-02,866
Guam,2021-11-02,49
Hawaii,2021-11-02,23
Iowa,2021-11-02,953
Idaho,2021-11-02,642
Illinois,2021-11-02,3715
Indiana,2021-11-02,2249
Kansas,2021-11-02,963
Kentucky,2021-11-02,994
Louisiana,2021-11-02,348
Massachusetts,2021-11-02,1791
Maryland,2021-11-02,940
Maine,2021-11-02,723
Michigan,2021-11-02,3424
Minnesota,2021-11-02,3830
Missouri,2021-11-02,1239
Mississippi,2021-11-02,4
Montana,2021-11-02,715
North Carolina,2021-11-02,1825
North Dakota,2021-11-02,562
Nebraska,2021-11-02,437
New Hampshire,2021-11-02,5
New Jersey,2021-11-02,1517
New Mexico,2021-11-02,981
Nevada,2021-11-02,789
New York,2021-11-02,4726
Ohio,2021-11-02,4228
Oklahoma,2021-11-02,696
Oregon,2021-11-02,1012
Pennsylvania,2021-11-02,4857
PR,2021-11-02,32
Rhode Island,2021-11-02,87
South Carolina,2021-11-02,1792
South Dakota,2021-11-02,146
Tennessee,2021-11-02,1138
Texas,2021-11-02,390
Utah,2021-11-02,1864
Virginia,2021-11-02,1421
Vermont,2021-11-02,294
Washington,2021-11-02,1931
Wisconsin,2021-11-02,2945
Wyoming,2021-11-02,366
Alaska,2021-11-03,570
Alabama,2021-11-03,852
Arkansas,2021-11-03,498
Arizona,2021-11-03,3841
California,2021-11-03,7103
Colorado,2021-11-03,3897
Connecticut,2021-11-03,2
District of Columbia,2021-11-03,108
Delaware,2021-11-03,304
Florida,2021-11-03,8445
Georgia,2021-11-03,1104
Guam,2021-11-03,65
Hawaii,2021-11-03,27
Iowa,2021-11-03,863
Idaho,2021-11-03,654
Illinois,2021-11-03,3144
Indiana,2021-11-03,2186
Kansas,2021-11-03,1027
Kentucky,2021-11-03,1043
Louisiana,2021-11-03,352
Massachusetts,2021-11-03,1864
Maryland,2021-11-03,1779
Maine,2021-11-03,617
Michigan,2021-11-03,3289
Minnesota,2021-11-03,4008
Missouri,2021-11-03,1234
Mississippi,2021-11-03,3
Montana,2021-11-03,625
North Carolina,2021-11-03,1726
North Dakota,2021-11-03,528
Nebraska,2021-11-03,534
New Hampshire,2021-11-03,14
New Jersey,2021-11-03,1588
New Mexico,2021-11-03,1423
Nevada,2021-11-03,769
New York,2021-11-03,4974
Ohio,2021-11-03,4350
Oklahoma,2021-11-03,608
Oregon,2021-11-03,947
Pennsylvania,2021-11-03,4930
PR,2021-11-03,28
Rhode Island,2021-11-03,64
South Carolina,2021-11-03,908
South Dakota,2021-11-03,4936
Tennessee,2021-11-03,1001
Texas,2021-11-03,440
Utah,2021-11-03,1791
Virginia,2021-11-03,1360
Vermont,2021-11-03,319
Washington,2021-11-03,1984
Wisconsin,2021-11-03,3023
Wyoming,2021-11-03,384
Alaska,2021-11-04,495
Alabama,2021-11-04,687
Arkansas,2021-11-04,482
Arizona,2021-11-04,3618
California,2021-11-04,6569
Colorado,2021-11-04,3261
Connecticut,2021-11-04,4
District of Columbia,2021-11-04,90
Delaware,2021-11-04,269
Florida,2021-11-04,714
Georgia,2021-11-04,1088
Guam,2021-11-04,63
Hawaii,2021-11-04,675
Iowa,2021-11-04,1079
Idaho,2021-11-04,539
Illinois,2021-11-04,2820
Indiana,2021-11-04,2257
Kansas,2021-11-04,1012
Kentucky,2021-11-04,937
Louisiana,2021-11-04,358
Massachusetts,2021-11-04,1719
Maryland,2021-11-04,1174
Maine,2021-11-04,629
Michigan,2021-11-04,3298
Minnesota,2021-11-04,4205
Missouri,2021-11-04,1262
Mississippi,2021-11-04,2
Montana,2021-11-04,579
North Carolina,2021-11-04,1604
North Dakota,2021-11-04,508
Nebraska,2021-11-04,424
New Hampshire,2021-11-04,4
New Jersey,2021-11-04,1470
New Mexico,2021-11-04,1238
Nevada,2021-11-04,712
New York,2021-11-04,4924
Ohio,2021-11-04,4190
Oklahoma,2021-11-04,644
Oregon,2021-11-04,715
Pennsylvania,2021-11-04,4867
PR,2021-11-04,27
Rhode Island,2021-11-04,7
South Carolina,2021-11-04,498
South Dakota,2021-11-04,139
Tennessee,2021-11-04,1089
Texas,2021-11-04,467
Utah,2021-11-04,1715
Virginia,2021-11-04,1286
Vermont,2021-11-04,308
Washington,2021-11-04,1951
Wisconsin,2021-11-04,2897
West Virginia,2021-11-04,1
Wyoming,2021-11-04,331
Alaska,2021-11-05,498
Alabama,2021-11-05,615
Arkansas,2021-11-05,479
Arizona,2021-11-05,3787
California,2021-11-05,6015
Colorado,2021-11-05,3546
Connecticut,2021-11-05,365
District of Columbia,2021-11-05,87
Delaware,2021-11-05,283
Florida,2021-11-05,736
Georgia,2021-11-05,941
Guam,2021-11-05,57
Hawaii,2021-11-05,66
Iowa,2021-11-05,839
Idaho,2021-11-05,510
Illinois,2021-11-05,3613
Indiana,2021-11-05,2105
Kansas,2021-11-05,1079
Kentucky,2021-11-05,977
Louisiana,2021-11-05,350
Massachusetts,2021-11-05,1762
Maryland,2021-11-05,1003
Maine,2021-11-05,593
Michigan,2021-11-05,3656
Minnesota,2021-11-05,4107
Missouri,2021-11-05,1274
Mississippi,2021-11-05,6
Montana,2021-11-05,556
North Carolina,2021-11-05,1637
North Dakota,2021-11-05,545
Nebraska,2021-11-05,491
New Hampshire,2021-11-05,5
New Jersey,2021-11-05,1397
New Mexico,2021-11-05,1233
Nevada,2021-11-05,635
New York,2021-11-05,4671
Ohio,2021-11-05,4451
Oklahoma,2021-11-05,742
Oregon,2021-11-05,721
Pennsylvania,2021-11-05,4596
PR,2021-11-05,45
Rhode Island,2021-11-05,37
South Carolina,2021-11-05,545
South Dakota,2021-11-05,123
Tennessee,2021-11-05,1058
Texas,2021-11-05,497
Utah,2021-11-05,1808
Virginia,2021-11-05,1397
Vermont,2021-11-05,337
Washington,2021-11-05,1846
Wisconsin,2021-11-05,2921
Wyoming,2021-11-05,350
Alaska,2021-11-06,237
Alabama,2021-11-06,291
Arkansas,2021-11-06,424
Arizona,2021-11-06,3295
California,2021-11-06,3982
Colorado,2021-11-06,2794
Connecticut,2021-11-06,3
District of Columbia,2021-11-06,2
Delaware,2021-11-06,290
Florida,2021-11-06,539
Georgia,2021-11-06,116
Guam,2021-11-06,30
Hawaii,2021-11-06,20
Iowa,2021-11-06,1212
Idaho,2021-11-06,379
Illinois,2021-11-06,4126
Indiana,2021-11-06,1313
Kansas,2021-11-06,786
Kentucky,2021-11-06,694
Louisiana,2021-11-06,278
Massachusetts,2021-11-06,1164
Maryland,2021-11-06,560
Maine,2021-11-06,262
Michigan,2021-11-06,2381
Minnesota,2021-11-06,2290
Missouri,2021-11-06,930
Mississippi,2021-11-06,1
Montana,2021-11-06,444
North Carolina,2021-11-06,1131
North Dakota,2021-11-06,434
Nebraska,2021-11-06,247
New Hampshire,2021-11-06,6
New Jersey,2021-11-06,1312
New Mexico,2021-11-06,1151
Nevada,2021-11-06,494
New York,2021-11-06,3208
Ohio,2021-11-06,3428
Oklahoma,2021-11-06,524
Oregon,2021-11-06,956
Pennsylvania,2021-11-06,3078
PR,2021-11-06,8
Rhode Island,2021-11-06,1
South Carolina,2021-11-06,487
South Dakota,2021-11-06,119
Tennessee,2021-11-06,710
Texas,2021-11-06,253
Utah,2021-11-06,1279
Virginia,2021-11-06,1117
Vermont,2021-11-06,287
Washington,2021-11-06,1321
Wisconsin,2021-11-06,1828
Wyoming,2021-11-06,272
Alaska,2021-11-07,253
Alabama,2021-11-07,271
Arkansas,2021-11-07,377
Arizona,2021-11-07,2889
California,2021-11-07,3784
Colorado,2021-11-07,2258
Connecticut,2021-11-07,1
District of Columbia,2021-11-07,2
Delaware,2021-11-07,229
Florida,2021-11-07,515
Georgia,2021-11-07,112
Guam,2021-11-07,17
Hawaii,2021-11-07,24
Iowa,2021-11-07,600
Idaho,2021-11-07,331
Illinois,2021-11-07,4441
Indiana,2021-11-07,1469
Kansas,2021-11-07,819
Kentucky,2021-11-07,687
Louisiana,2021-11-07,307
Massachusetts,2021-11-07,1154
Maryland,2021-11-07,704
Maine,2021-11-07,251
Michigan,2021-11-07,1936
Minnesota,2021-11-07,2238
Missouri,2021-11-07,985
Montana,2021-11-07,352
North Carolina,2021-11-07,1187
North Dakota,2021-11-07,422
Nebraska,2021-11-07,320
New Hampshire,2021-11-07,8
New Jersey,2021-11-07,1343
New Mexico,2021-11-07,908
Nevada,2021-11-07,455
New York,2021-11-07,3292
Ohio,2021-11-07,3627
Oklahoma,2021-11-07,464
Oregon,2021-11-07,871
Pennsylvania,2021-11-07,3310
PR,2021-11-07,9
Rhode Island,2021-11-07,1
South Carolina,2021-11-07,497
South Dakota,2021-11-07,106
Tennessee,2021-11-07,789
Texas,2021-11-07,348
Utah,2021-11-07,1034
Virginia,2021-11-07,1183
Vermont,2021-11-07,256
Washington,2021-11-07,1036
Wisconsin,2021-11-07,1921
Wyoming,2021-11-07,231
Alaska,2021-11-08,684
Alabama,2021-11-08,846
Arkansas,2021-11-08,683
Arizona,2021-11-08,3460
California,2021-11-08,7270
Colorado,2021-11-08,2696
Connecticut,2021-11-08,1
District of Columbia,2021-11-08,197
Delaware,2021-11-08,71
Florida,2021-11-08,859
Georgia,2021-11-08,175
Guam,2021-11-08,53
Hawaii,2021-11-08,31
Iowa,2021-11-08,320
Idaho,2021-11-08,654
Illinois,2021-11-08,4979
Indiana,2021-11-08,3457
Kansas,2021-11-08,1402
Kentucky,2021-11-08,1283
Louisiana,2021-11-08,515
Massachusetts,2021-11-08,2349
Maryland,2021-11-08,1261
Maine,2021-11-08,851
Michigan,2021-11-08,3923
Minnesota,2021-11-08,5787
Missouri,2021-11-08,1823
Mississippi,2021-11-08,3
Montana,2021-11-08,691
North Carolina,2021-11-08,2314
North Dakota,2021-11-08,578
Nebraska,2021-11-08,500
New Hampshire,2021-11-08,5
New Jersey,2021-11-08,2008
New Mexico,2021-11-08,1209
Nevada,2021-11-08,799
New York,2021-11-08,6541
Ohio,2021-11-08,5811
Oklahoma,2021-11-08,878
Oregon,2021-11-08,944
Pennsylvania,2021-11-08,6510
PR,2021-11-08,20
Rhode Island,2021-11-08,1154
South Carolina,2021-11-08,561
South Dakota,2021-11-08,144
Tennessee,2021-11-08,1489
Texas,2021-11-08,838
Utah,2021-11-08,1926
Virginia,2021-11-08,1640
Vermont,2021-11-08,408
Washington,2021-11-08,2274
Wisconsin,2021-11-08,3561
Wyoming,2021-11-08,396
Alaska,2021-11-09,468
Alabama,2021-11-09,324
Arkansas,2021-11-09,595
Arizona,2021-11-09,4252
California,2021-11-09,6435
Colorado,2021-11-09,3353
Connecticut,2021-11-09,1
District of Columbia,2021-11-09,63
Delaware,2021-11-09,267
Florida,2021-11-09,1422
Georgia,2021-11-09,1521
Guam,2021-11-09,48
Hawaii,2021-11-09,27
Iowa,2021-11-09,1
Idaho,2021-11-09,529
Illinois,2021-11-09,4897
Indiana,2021-11-09,3002
Kansas,2021-11-09,1248
Kentucky,2021-11-09,1165
Louisiana,2021-11-09,405
Massachusetts,2021-11-09,2348
Maryland,2021-11-09,1321
Maine,2021-11-09,835
Michigan,2021-11-09,3802
Minnesota,2021-11-09,5015
Missouri,2021-11-09,1644
Mississippi,2021-11-09,5
Montana,2021-11-09,634
North Carolina,2021-11-09,2024
North Dakota,2021-11-09,538
Nebraska,2021-11-09,464
New Hampshire,2021-11-09,12
New Jersey,2021-11-09,2000
New Mexico,2021-11-09,1090
Nevada,2021-11-09,599
New York,2021-11-09,6106
Ohio,2021-11-09,6410
Oklahoma,2021-11-09,949
Oregon,2021-11-09,810
Pennsylvania,2021-11-09,6059
PR,2021-11-09,22
Rhode Island,2021-11-09,60
South Carolina,2021-11-09,1257
South Dakota,2021-11-09,109
Tennessee,2021-11-09,1217
Texas,2021-11-09,1108
Utah,2021-11-09,1762
Virginia,2021-11-09,1432
Vermont,2021-11-09,330
Washington,2021-11-09,1857
Wisconsin,2021-11-09,3046
West Virginia,2021-11-09,2
Wyoming,2021-11-09,312
Alaska,2021-11-10,497
Alabama,2021-11-10,987
Arkansas,2021-11-10,608
Arizona,2021-11-10,4282
California,2021-11-10,6133
Colorado,2021-11-10,3982
Connecticut,2021-11-10,8970
District of Columbia,2021-11-10,111
Delaware,2021-11-10,317
Florida,2021-11-10,774
Georgia,2021-11-10,885
Guam,2021-11-10,30
Hawaii,2021-11-10,23
Idaho,2021-11-10,498
Illinois,2021-11-10,3997
Indiana,2021-11-10,2944
Kansas,2021-11-10,1254
Kentucky,2021-11-10,1058
Louisiana,2021-11-10,431
Massachusetts,2021-11-10,2453
Maryland,2021-11-10,2024
Maine,2021-11-10,728
Michigan,2021-11-10,3090
Minnesota,2021-11-10,4861
Missouri,2021-11-10,1568
Mississippi,2021-11-10,4
Montana,2021-11-10,608
North Carolina,2021-11-10,2100
North Dakota,2021-11-10,520
Nebraska,2021-11-10,443
New Hampshire,2021-11-10,14
New Jersey,2021-11-10,2029
New Mexico,2021-11-10,1515
Nevada,2021-11-10,700
New York,2021-11-10,6034
Ohio,2021-11-10,5511
Oklahoma,2021-11-10,932
Oregon,2021-11-10,932
Pennsylvania,2021-11-10,5803
PR,2021-11-10,29
Rhode Island,2021-11-10,37
South Carolina,2021-11-10,1441
South Dakota,2021-11-10,128
Tennessee,2021-11-10,1229
Texas,2021-11-10,993
Utah,2021-11-10,1728
Virginia,2021-11-10,1525
Vermont,2021-11-10,347
Washington,2021-11-10,1809
Wisconsin,2021-11-10,2723
Wyoming,2021-11-10,263
Alaska,2021-11-11,296
Alabama,2021-11-11,534
Arkansas,2021-11-11,560
Arizona,2021-11-11,3274
California,2021-11-11,4712
Colorado,2021-11-11,3126
District of Columbia,2021-11-11,6
Delaware,2021-11-11,424
Florida,2021-11-11,680
Georgia,2021-11-11,932
Guam,2021-11-11,22
Hawaii,2021-11-11,25
Idaho,2021-11-11,432
Illinois,2021-11-11,3760
Indiana,2021-11-11,2942
Kansas,2021-11-11,1014
Kentucky,2021-11-11,1069
Louisiana,2021-11-11,397
Massachusetts,2021-11-11,2099
Maryland,2021-11-11,895
Maine,2021-11-11,328
Michigan,2021-11-11,2505
Minnesota,2021-11-11,4310
Missouri,2021-11-11,1485
Mississippi,2021-11-11,6
Montana,2021-11-11,424
North Carolina,2021-11-11,1678
North Dakota,2021-11-11,412
Nebraska,2021-11-11,323
New Hampshire,2021-11-11,8
New Jersey,2021-11-11,1913
New Mexico,2021-11-11,1600
Nevada,2021-11-11,546
New York,2021-11-11,5520
Ohio,2021-11-11,5068
Oklahoma,2021-11-11,842
Oregon,2021-11-11,704
Pennsylvania,2021-11-11,5260
PR,2021-11-11,20
Rhode Island,2021-11-11,4
South Carolina,2021-11-11,508
South Dakota,2021-11-11,104
Tennessee,2021-11-11,1211
Texas,2021-11-11,1906
Utah,2021-11-11,1565
Virginia,2021-11-11,1446
Vermont,2021-11-11,286
Washington,2021-11-11,1456
Wisconsin,2021-11-11,2663
Wyoming,2021-11-11,259
Alaska,2021-11-12,461
Alabama,2021-11-12,661
Arkansas,2021-11-12,634
Arizona,2021-11-12,3556
California,2021-11-12,5579
Colorado,2021-11-12,3565
Connecticut,2021-11-12,521
District of Columbia,2021-11-12,100
Delaware,2021-11-12,297
Florida,2021-11-12,697
Georgia,2021-11-12,1059
Guam,2021-11-12,37
Hawaii,2021-11-12,26
Idaho,2021-11-12,423
Illinois,2021-11-12,4282
Indiana,2021-11-12,2870
Kansas,2021-11-12,1128
Kentucky,2021-11-12,1083
Louisiana,2021-11-12,403
Massachusetts,2021-11-12,2273
Maryland,2021-11-12,1326
Maine,2021-11-12,809
Michigan,2021-11-12,3292
Minnesota,2021-11-12,4355
Missouri,2021-11-12,1462
Mississippi,2021-11-12,7
Montana,2021-11-12,565
North Carolina,2021-11-12,1975
North Dakota,2021-11-12,493
Nebraska,2021-11-12,501
New Hampshire,2021-11-12,11
New Jersey,2021-11-12,1927
New Mexico,2021-11-12,1329
Nevada,2021-11-12,645
New York,2021-11-12,5876
Ohio,2021-11-12,4953
Oklahoma,2021-11-12,848
Oregon,2021-11-12,689
Pennsylvania,2021-11-12,5726
PR,2021-11-12,30
Rhode Island,2021-11-12,2
South Carolina,2021-11-12,1592
South Dakota,2021-11-12,123
Tennessee,2021-11-12,1273
Texas,2021-11-12,3655
Utah,2021-11-12,1571
Virginia,2021-11-12,1434
Vermont,2021-11-12,266
Washington,2021-11-12,1657
Wisconsin,2021-11-12,3141
Wyoming,2021-11-12,279
Alaska,2021-11-13,219
Alabama,2021-11-13,230
Arkansas,2021-11-13,445
Arizona,2021-11-13,3203
California,2021-11-13,3755
Colorado,2021-11-13,2596
Connecticut,2021-11-13,1
District of Columbia,2021-11-13,2
Delaware,2021-11-13,344
Florida,2021-11-13,612
Georgia,2021-11-13,789
Guam,2021-11-13,26
Hawaii,2021-11-13,15
Idaho,2021-11-13,327
Illinois,2021-11-13,4880
Indiana,2021-11-13,2007
Kansas,2021-11-13,881
Kentucky,2021-11-13,834
Louisiana,2021-11-13,265
Massachusetts,2021-11-13,1721
Maryland,2021-11-13,632
Maine,2021-11-13,297
Michigan,2021-11-13,2692
Minnesota,2021-11-13,2376
Missouri,2021-11-13,1100
Mississippi,2021-11-13,8
Montana,2021-11-13,315
North Carolina,2021-11-13,1454
North Dakota,2021-11-13,401
Nebraska,2021-11-13,957
New Hampshire,2021-11-13,6
New Jersey,2021-11-13,1708
New Mexico,2021-11-13,1164
Nevada,2021-11-13,511
New York,2021-11-13,4076
Ohio,2021-11-13,3863
Oklahoma,2021-11-13,581
Oregon,2021-11-13,882
Pennsylvania,2021-11-13,4003
PR,2021-11-13,7
Rhode Island,2021-11-13,1
South Carolina,2021-11-13,661
South Dakota,2021-11-13,155
Tennessee,2021-11-13,866
Texas,2021-11-13,3632
Utah,2021-11-13,1155
Virginia,2021-11-13,1260
Vermont,2021-11-13,206
Washington,2021-11-13,1242
Wisconsin,2021-11-13,1982
Wyoming,2021-11-13,193
Alaska,2021-11-14,206
Alabama,2021-11-14,264
Arkansas,2021-11-14,447
Arizona,2021-11-14,2719
California,2021-11-14,3593
Colorado,2021-11-14,2102
District of Columbia,2021-11-14,3
Delaware,2021-11-14,271
Florida,2021-11-14,616
Georgia,2021-11-14,572
Guam,2021-11-14,7
Hawaii,2021-11-14,12
Iowa,2021-11-14,2
Idaho,2021-11-14,302
Illinois,2021-11-14,4749
Indiana,2021-11-14,1552
Kansas,2021-11-14,801
Kentucky,2021-11-14,768
Louisiana,2021-11-14,265
Massachusetts,2021-11-14,1652
Maryland,2021-11-14,726
Maine,2021-11-14,339
Michigan,2021-11-14,1803
Minnesota,2021-11-14,2278
Missouri,2021-11-14,1056
Mississippi,2021-11-14,1
Montana,2021-11-14,291
North Carolina,2021-11-14,1213
North Dakota,2021-11-14,406
Nebraska,2021-11-14,1026
New Hampshire,2021-11-14,4
New Jersey,2021-11-14,1710
New Mexico,2021-11-14,861
Nevada,2021-11-14,491
New York,2021-11-14,3919
Ohio,2021-11-14,3987
Oklahoma,2021-11-14,444
Oregon,2021-11-14,796
Pennsylvania,2021-11-14,3915
PR,2021-11-14,6
Rhode Island,2021-11-14,2
South Carolina,2021-11-14,517
South Dakota,2021-11-14,127
Tennessee,2021-11-14,911
Texas,2021-11-14,3305
Utah,2021-11-14,1138
Virginia,2021-11-14,1237
Vermont,2021-11-14,172
Washington,2021-11-14,1090
Wisconsin,2021-11-14,1806
Wyoming,2021-11-14,183
Alaska,2021-11-15,601
Alabama,2021-11-15,623
Arkansas,2021-11-15,692
Arizona,2021-11-15,3813
California,2021-11-15,6976
Colorado,2021-11-15,2962
Connecticut,2021-11-15,1
District of Columbia,2021-11-15,230
Delaware,2021-11-15,131
Florida,2021-11-15,5463
Georgia,2021-11-15,750
Guam,2021-11-15,32
Hawaii,2021-11-15,17
Idaho,2021-11-15,539
Illinois,2021-11-15,3468
Indiana,2021-11-15,4396
Kansas,2021-11-15,1584
Kentucky,2021-11-15,1522
Louisiana,2021-11-15,515
Massachusetts,2021-11-15,3376
Maryland,2021-11-15,1398
Maine,2021-11-15,801
Michigan,2021-11-15,3826
Minnesota,2021-11-15,5817
Missouri,2021-11-15,1966
Mississippi,2021-11-15,4
Montana,2021-11-15,510
North Carolina,2021-11-15,2524
North Dakota,2021-11-15,538
Nebraska,2021-11-15,1028
New Hampshire,2021-11-15,7
New Jersey,2021-11-15,2607
New Mexico,2021-11-15,876
